orphan_id,candidate_id_or_source_id,entity_id,description,reason,notes
ORPH-C-001,GEO-005,ENT-LINE-ACL,alignment.station candidate has empty source_record_ids (station not extracted in Phase 2-I).,Candidate with no linkable source record (per source_to_candidate_contract section 4).,adoption_status=HUMAN_CONFIRMATION_REQUIRED; phase3_action=HUMAN_VALIDATION.
ORPH-S-0503,DWG-EL-S088-001,,drawing_sheet_element calc_pdf_p90 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0504,DWG-EL-S088-002,,drawing_sheet_element calc_pdf_p90 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0505,DWG-EL-S088-003,,drawing_sheet_element calc_pdf_p90 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0506,DWG-EL-S088-004,,drawing_sheet_element calc_pdf_p90 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0507,DWG-EL-S088-005,,drawing_sheet_element calc_pdf_p90 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0508,DWG-EL-S088-006,,drawing_sheet_element calc_pdf_p90 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0509,DWG-EL-S088-007,,drawing_sheet_element calc_pdf_p90 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0510,DWG-EL-S088-008,,drawing_sheet_element calc_pdf_p90 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0511,DWG-EL-S088-009,,drawing_sheet_element calc_pdf_p90 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0512,DWG-EL-S088-010,,drawing_sheet_element calc_pdf_p90 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0513,DWG-EL-S088-011,,drawing_sheet_element calc_pdf_p90 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0514,DWG-EL-S088-012,,drawing_sheet_element calc_pdf_p90 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0515,DWG-EL-S088-013,,drawing_sheet_element calc_pdf_p90 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0516,DWG-EL-S089-001,,drawing_sheet_element calc_pdf_p91 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0517,DWG-EL-S090-001,,drawing_sheet_element calc_pdf_p92 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0518,DWG-EL-S091-001,,drawing_sheet_element calc_pdf_p93 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0519,DWG-EL-S092-001,,drawing_sheet_element calc_pdf_p94 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0520,DWG-EL-S093-001,,drawing_sheet_element calc_pdf_p95 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0521,DWG-EL-S094-001,,drawing_sheet_element calc_pdf_p96 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0522,DWG-EL-S095-001,,drawing_sheet_element calc_pdf_p97 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0523,DWG-EL-S096-001,,drawing_sheet_element calc_pdf_p98 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0524,DWG-EL-S097-001,,drawing_sheet_element calc_pdf_p99 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0525,DWG-EL-S098-001,,drawing_sheet_element calc_pdf_p100 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0526,DWG-EL-S099-001,,drawing_sheet_element calc_pdf_p101 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0527,DWG-EL-S100-001,,drawing_sheet_element calc_pdf_p102 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0528,DWG-EL-S101-001,,drawing_sheet_element calc_pdf_p103 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0529,DWG-EL-S102-001,,drawing_sheet_element calc_pdf_p104 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0530,DWG-EL-S103-001,,drawing_sheet_element calc_pdf_p105 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0531,DWG-EL-S104-001,,drawing_sheet_element calc_pdf_p106 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0532,DWG-EL-S105-001,,drawing_sheet_element calc_pdf_p107 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0533,DWG-EL-S106-001,,drawing_sheet_element calc_pdf_p108 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0534,DWG-EL-S107-001,,drawing_sheet_element calc_pdf_p109 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0535,DWG-EL-S108-001,,drawing_sheet_element calc_pdf_p110 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0536,DWG-EL-S109-001,,drawing_sheet_element calc_pdf_p111 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0537,DWG-EL-S110-001,,drawing_sheet_element calc_pdf_p112 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0538,DWG-EL-S111-001,,drawing_sheet_element calc_pdf_p113 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0539,DWG-EL-S112-001,,drawing_sheet_element calc_pdf_p114 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0540,DWG-EL-S113-001,,drawing_sheet_element calc_pdf_p115 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0541,DWG-EL-S114-001,,drawing_sheet_element calc_pdf_p116 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0542,DWG-EL-S115-001,,drawing_sheet_element calc_pdf_p117 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0543,DWG-EL-S116-001,,drawing_sheet_element calc_pdf_p118 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0544,DWG-EL-S117-001,,drawing_sheet_element calc_pdf_p119 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0545,DWG-EL-S118-001,,drawing_sheet_element calc_pdf_p120 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0546,DWG-EL-S119-001,,drawing_sheet_element calc_pdf_p121 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0547,DWG-EL-S120-001,,drawing_sheet_element calc_pdf_p122 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0548,DWG-EL-S121-001,,drawing_sheet_element calc_pdf_p123 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0549,DWG-EL-S122-001,,drawing_sheet_element calc_pdf_p124 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0550,DWG-EL-S123-001,,drawing_sheet_element calc_pdf_p125 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0551,DWG-EL-S124-001,,drawing_sheet_element calc_pdf_p126 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0552,DWG-EL-S125-001,,drawing_sheet_element calc_pdf_p127 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0553,DWG-EL-S126-001,,drawing_sheet_element calc_pdf_p128 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0554,DWG-EL-S127-001,,drawing_sheet_element calc_pdf_p129 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0555,DWG-EL-S128-001,,drawing_sheet_element calc_pdf_p130 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0556,DWG-EL-S129-001,,drawing_sheet_element calc_pdf_p131 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0557,DWG-EL-S130-001,,drawing_sheet_element calc_pdf_p132 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0558,DWG-EL-S131-001,,drawing_sheet_element calc_pdf_p133 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0559,DWG-EL-S132-001,,drawing_sheet_element calc_pdf_p134 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0560,DWG-EL-S133-001,,drawing_sheet_element calc_pdf_p135 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0561,DWG-EL-S134-001,,drawing_sheet_element calc_pdf_p136 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0562,DWG-EL-S135-001,,drawing_sheet_element calc_pdf_p137 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0563,DWG-EL-S136-001,,drawing_sheet_element calc_pdf_p138 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0564,DWG-EL-S137-001,,drawing_sheet_element calc_pdf_p139 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0565,DWG-EL-S138-001,,drawing_sheet_element calc_pdf_p140 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0566,DWG-EL-S139-001,,drawing_sheet_element calc_pdf_p141 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0567,DWG-EL-S140-001,,drawing_sheet_element calc_pdf_p142 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0568,DWG-EL-S141-001,,drawing_sheet_element calc_pdf_p143 section=sheets_089_141,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0569,GEO-007,,domain_index calc_pdf_p3 section=drawing_all,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0570,GEO-009,,domain_index calc_pdf_p3 section=drawing_all,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0571,GEO-011,,domain_index calc_pdf_p3 section=drawing_all,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0572,GEO-012,,domain_index calc_pdf_p135 section=CH3-CAL-SEC-3.1.2,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0573,GEO-013,,domain_index calc_pdf_p135 section=CH3-CAL-SEC-3.1.2,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0574,GEO-014,,domain_index calc_pdf_p135 section=CH3-CAL-SEC-3.1.2,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0575,GEO-015,,domain_index calc_pdf_p15 section=drawing_13,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0576,GEO-020,,domain_index calc_pdf_p119 section=CH3-CAL-SEC-3.1.2,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0577,GEO-021,,domain_index calc_pdf_p119 section=CH3-CAL-SEC-3.1.2,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0578,GEO-022,,domain_index calc_pdf_p384 section=CH3-CAL-SEC-3.2.3,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0579,GEO-023,,domain_index calc_pdf_p685 section=CH3-CAL-SEC-3.3.3,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0580,GEO-024,,domain_index calc_pdf_p685 section=CH3-CAL-SEC-3.3.3,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0581,LOAD-018,,domain_index calc_pdf_p685 section=CH3-CAL-SEC-3.3.3,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0582,LOAD-022,,domain_index calc_pdf_p767 section=CH3-CAL-SEC-3.4.1,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0583,LOAD-024,,domain_index calc_pdf_p767 section=CH3-CAL-SEC-3.4.1,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0584,MATSEC-011,,domain_index calc_pdf_p18 section=CH2-CAL-SEC-2.1,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0585,MATSEC-012,,domain_index calc_pdf_p18 section=CH2-CAL-SEC-2.1,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0586,MATSEC-014,,domain_index calc_pdf_p18 section=CH2-CAL-SEC-2.1,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0587,MATSEC-015,,domain_index calc_pdf_p18 section=CH2-CAL-SEC-2.1,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0588,MATSEC-016,,domain_index calc_pdf_p18 section=CH2-CAL-SEC-2.1,Phase 2-I domain index entry not directly referenced by a candidate; covered via derived candidate content.,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
